Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1122190,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0
1122490,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0
1122790,1BFE2222,TRUE,Rx,0,8,0,0,58,0,7E,1C,0,0
1123130,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0
1123430,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1123770,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0
1124070,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1124410,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0
1124710,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0
1125050,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0
1125350,1BFE223A,TRUE,Rx,0,8,4,1,0,0,63,0,0,0
1125690,1BFE223B,TRUE,Rx,0,8,12,0,0,0,0,0,0,0
1125990,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0
1126330,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C
1126670,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1189810,1BFE2234,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1199800,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1209780,0000067E,FALSE,Rx,0,8,11,0A,0,0,5B,0,0,40
1219680,1BFE221A,TRUE,Rx,0,8,0,A5,0,0,7E,0,0,0
1219980,1BFE2202,TRUE,Rx,0,8,90,21,43,6,0,0,0,7
1220270,1BFE2207,TRUE,Rx,0,8,46,0,0,86,0,26,1,4
1220620,1BFE2208,TRUE,Rx,0,8,32,0,0,0,0,0,0,0
1220910,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A
1221210,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,C0,FA
1221510,1BFE2217,TRUE,Rx,0,8,0,0,CD,B5,A5,0,0,0
1221810,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1222150,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
